name,price,change,change%,high,low
國泰美國標普500低波動高股息基金,0.04,31.79,7.39,18.48,4.56
永豐滬深300紅利指數基金,0.03,13.84,3.81,15.51,16.25
國泰道瓊工業平均指數單日反向1倍基金,0.00,53.24,19.93,8.27,9.83
元大標普500單日反向1倍基金,0.00,24.22,16.58,15.55,9.84
富邦美國政府債券20年期以上基金,0.00,18.68,5.01,20.66,21.32
富邦美國政府債券7-10年期基金,8.18,8.95,42.46,3.58,114.36
元大標普500單日正向2倍基金,21.67,24.51,14.66,23.73,3.48
富邦美國政府債券1-3年期基金,12.22,40.40,8.63,53.92,57.27
國泰道瓊工業平均指數基金(台幣),7.74,3.30,25.72,5.49,86.88
元大標普500基金,12.23,63.35,22.93,30.39,6.83
富邦日本東証單日反向一倍基金(本基金採匯率避險),61.13,24.34,4.34,30.39,31.86
富邦標普美國特別股ETF基金,4.75,10.00,29.66,8.68,33.01
富邦NASDAQ-100基金,121.44,25.15,28.89,N/A,N/A
國泰富時日本單日反向1倍基金,24.04,27.95,6.19,N/A,N/A
富邦深証100基金(台幣),9.60,7.88,71.27,0.15,0.62
富邦NASDAQ-100單日正向兩倍基金(本基金採匯率避險),93.42,26.93,N/A,0.04,0.24
富邦上証180基金(人民幣),24.88,44.36,N/A,0.07,0.20
復華滬深300A股基金,4.61,5.72,24.54,0.01,0.04
元大標智滬深300基金,35.36,N/A,16.61,0.01,0.02
富邦印度NIFTY單日反向一倍基金(本基金採匯率避險),N/A,N/A,35.39,24.53,6.49
富邦上証180基金(台幣),N/A,7.27,25.13,29.24,0.12
台新MSCI台灣單日反向1倍基金,25.55,5.44,48.82,21.72,0.08
元大歐洲50基金,17.28,9.99,21.25,30.45,0.00
台新中証消費服務領先指數基金,37.34,8.58,7.63,9.16,0.03
國泰富時中國A50基金(台幣),29.35,9.71,8.82,24.96,0.06
群益深証中小板基金(台幣),49.55,36.98,8.11,35.01,41.10
永豐歐洲50指數基金(台幣),33.81,30.43,5.80,3.47,94.78
群益深証中小板基金(人民幣),0.41,22.05,3.18,85.6100,29.2400
永豐歐洲50指數基金(歐元),0.37,31.42,8.63,39.6400,22.4900
元大上證50基金,0.00,13.17,15.63,20.4800,19.6100
富邦富時歐洲ETF基金,0.33,47.26,0.74,22.3200,19.4200
富邦香港H股單日反向一倍基金,0.24,8.29,0.69,39.0900,11.8100
復華�琤苀璊擗浀V一倍基金,7.18,9.22,0.65,17.4700,6.4600
元大巴西指數基金,101.57,0.6000,0.62,24.9620,7.0180
國泰富時中國A50單日正向2倍基金,81.4700,0.2600,0.60,28.7100,10.0700
富邦上証180單日正向兩倍基金,37.7900,0.1300,0.49,28.6000,12.8200
元大滬深300單日正向2倍基金,20.1800,0.1300,0.43,56.0700,17.3400
國泰富時中國A50基金(美元),21.0200,0.2100,0.38,21.5200,18.7900
國泰日經225基金(美元),35.3000,0.0800,0.32,31.0300,29.7600
國泰道瓊工業平均指數基金(美元),16.3300,0.1050,0.23,15.2600,8.5500
富邦深証100基金(人民幣),24.2630,0.0900,0.16,22.4600,19.8100
富邦臺灣加權單日反向一倍基金,23.8500,0.0800,0.13,41.6700,13.5800
國泰臺灣加權指數單日反向1倍基金,24.9200,0.1200,0.00,45.9800,50.0700
元大台灣50單日反向1倍基金,52.6600,0.0300,0.00,33.1900,17.9000
群益臺灣加權指數單日正向2倍基金,19.1900,0.0400,0.00,10.2500,8.6700
元大台灣50單日正向2倍基金,30.0200,0.0000,15.3800,45.5800,49.2000
國泰臺灣加權指數單日正向2倍基金,14.7200,0.0000,55.6100,0.65,12.87
富邦臺灣加權單日正向兩倍基金,20.6300,0.0000,8.9100,0.44,17.01
元大大中華豐益平衡基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),31.4600,51.5200,13.5800,0.33,57.14
元大大中華豐益平衡基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券),49.0600,52.4500,0.08,0.29,34.52
聯邦金鑽平衡基金,28.5800,17.4600,0.07,0.20,21.18
匯豐亞太(不含日本)多元資產入息平衡基金-配息(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),20.4200,40.5900,0.18,0.20,11.23
兆豐國際萬全基金,40.2400,12.40,0.09,0.15,21.46
新光福運平衡基金,17.1200,16.06,0.04,0.13,45.12
群益安家基金,3.88,54.64,0.02,0.13,19.81
柏瑞中國平衡基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),3.26,30.79,0.03,0.12,24.00
柏瑞中國平衡基金B月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),7.73,20.11,0.05,0.08,36.05
柏瑞中國平衡基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),5.70,10.21,0.02,0.08,54.94
柏瑞中國平衡基金N月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),7.70,19.92,0.02,0.00,65.67
柏瑞中國平衡基金B月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2.67,37.18,0.02,0.00,17.51
柏瑞中國平衡基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),4.10,15.06,0.04,8.29,30.98
柏瑞中國平衡基金B月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),7.45,17.02,0.00,62.27,7.53
柏瑞中國平衡基金N月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),4.44,26.01,0.00,40.88,42.17
永豐趨勢平衡基金,5.21,52.38,33.89,4.33,29.62
匯豐安富基金,7.87,58.46,57.15,22.26,4.10
復華傳家基金,4.47,15.21,3.70,23.23,27.42
野村平衡基金,7.37,24.71,16.68,7.80,35.44
台新高股息平衡基金,3.57,4.86,21.38,0.28,1.16
匯豐亞太(不含日本)多元資產入息平衡基金-不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),32.75,37.99,8.80,0.21,0.83
匯豐亞太(不含日本)多元資產入息平衡基金-配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),35.88,12.80,39.60,0.35,0.80
匯豐亞太(不含日本)多元資產入息平衡基金-不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),5.95,5.02,24.38,0.10,0.65
匯豐亞太(不含日本)多元資產入息平衡基金-配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),31.36,38.35,25.60,0.04,0.09
群益真善美基金,35.88,37.38,44.12,0.03,0.05
野村鴻利基金,8.24,6.77,15.58,0.01,0.04
復華傳家二號基金,37.32,9.97,45.53,0.00,0.00
瀚亞理財通基金,60.53,4.78,62.99,24.83,4.45
富邦中國新平衡入息基金B配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),26.97,9.24,22.53,35.20,38.92
富邦中國新平衡入息基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),45.61,6.56,11.09,3.50,38.14
匯豐亞太(不含日本)多元資產入息平衡基金-配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),22.86,6.26,21.41,34.25,8.10
復華人生目標基金,47.63,8.39,3.52,10.53,12.33
富邦中國新平衡入息基金B配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),64.94,6.38,14.82,4.96,45.17
富邦中國新平衡入息基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),29.78,3.13,24.69,47.88,6.53
富邦中國新平衡入息基金B配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),16.79,20.45,8.46,24.19,0.39
富邦中國新平衡入息基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),19.61,14.06,20.51,16.54,0.14
復華神盾基金,8.73,7.31,45.18,23.72,0.20
國泰平衡基金,38.85,51.34,7.06,24.61,0.18
第一金中概平衡基金,49.39,19.35,7.48,27.66,0.19
柏瑞中國平衡基金N月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),3.43,9.83,4.00,13.54,0.09
柏瑞中國平衡基金N9不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),48.22,19.21,5.42,31.74,0.21
柏瑞中國平衡基金N9不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),18.44,47.55,7.96,27.16,0.17
柏瑞中國平衡基金N9不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),1.64,17.23,7.73,42.77,0.26
華南永昌龍盈平衡基金,0.85,25.20,4.84,32.55,0.19
摩根平衡基金,0.85,27.21,9.70,30.21,0.16
保德信金平衡基金,0.74,29.71,8.35,19.30,0.10
群益平衡王基金,0.69,62.04,6.75,101.22,0.52
中國信託精穩基金,0.67,31.74,2.88,23.36,0.11
兆豐國際大中華平衡基金(美元),0.67,28.43,6.32,68.39,0.30
兆豐國際大中華平衡基金(人民幣),0.63,45.05,7.78,25.42,0.11
兆豐國際大中華平衡基金(台幣),0.61,33.69,9.41,19.88,0.08
華頓中國多重機會平衡基金(本基金有相當比重投資於非投資等級之高風險債券),0.59,41.20,7.54,12.61,0.05
元大中國平衡基金(台幣)(本基金有相當比重得投資於非投資等級之高風險債券),0.53,33.76,7.77,19.30,0.07
元大中國平衡基金(人民幣)(本基金有相當比重得投資於非投資等級之高風險債券),0.52,106.63,7.43,11.18,0.04
中國信託亞太多元入息平衡基金-累積型(本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),0.52,46.69,4.38,23.77,0.08
中國信託亞太多元入息平衡基金-分配型(本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),0.47,72.06,3.76,36.15,0.12
中國信託多元入息平衡基金-累積型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.44,26.85,8.06,37.34,0.12
中國信託多元入息平衡基金-分配型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.43,20.48,7.31,31.59,0.10
富蘭克林華美亞太平衡基金-分配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.40,13.93,5.31,9.72,0.03
富蘭克林華美亞太平衡基金-分配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.40,19.69,4.97,50.82,0.15
富蘭克林華美亞太平衡基金-分配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.36,12.35,8.75,20.63,0.06
富蘭克林華美多重收益平衡基金-累積型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.36,24.58,7.32,36.11,0.10
華南永昌多重資產入息平衡基金A不配息(美元)(本基金之配息來源可能為本金),0.34,37.10,9.59,28.04,0.07
富蘭克林華美亞太平衡基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.33,40.39,7.89,49.86,0.12
華南永昌多重資產入息平衡基金B配息(美元)(本基金之配息來源可能為本金),0.32,37.54,9.10,39.10,0.09
富蘭克林華美多重收益平衡基金-分配型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.32,10.03,5.78,19.40,0.04
復華亞太平衡基金(本基金有相當比重投資於非投資等級之高風險債券),0.31,52.73,5.34,9.80,0.02
華南永昌多重資產入息平衡基金A不配息(台幣)(本基金之配息來源可能為本金),0.30,21.59,9.89,54.84,0.11
富蘭克林華美亞太平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.29,37.80,8.19,40.75,0.08
華南永昌多重資產入息平衡基金B配息(台幣)(本基金之配息來源可能為本金),0.28,28.60,4.99,17.15,0.03
第一金全球多重資產入息平衡基金B配息(本基金之配息來源可能為本金),0.25,52.34,9.67,29.32,0.05
第一金全球多重資產入息平衡基金A不配息,0.24,40.67,7.04,36.25,0.06
國泰全球多重收益平衡基金-配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.23,20.47,6.91,19.24,0.03
群益中國金采平衡基金A累積型(美元)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),0.21,10.07,7.66,19.35,0.03
群益中國金采平衡基金B月配型(美元)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),0.20,56.57,4.86,10.95,0.02
群益亞太新趨勢平衡基金,0.20,45.61,7.63,52.57,0.08
群益中國金采平衡基金A累積型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),0.20,22.08,6.61,13.46,0.02
群益中國金采平衡基金B月配型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),0.18,30.83,3.54,21.30,0.03
匯豐中國多元資產入息平衡基金-配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.17,38.52,9.87,37.56,0.05
匯豐中國多元資產入息平衡基金-不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.17,28.40,9.23,64.93,0.08
國泰全球多重收益平衡基金-不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.16,20.07,8.11,34.66,0.04
匯豐中國多元資產入息平衡基金-不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.16,10.95,5.10,36.02,0.04
匯豐中國多元資產入息平衡基金-配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.15,61.86,6.31,10.05,0.01
匯豐中國多元資產入息平衡基金-配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.15,13.92,9.54,10.38,0.01
匯豐中國多元資產入息平衡基金-不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.15,31.62,7.42,23.99,0.02
復華全球平衡基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券),0.14,37.56,8.32,12.36,0.01
野村多元資產動態平衡基金-月配型(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.13,68.10,9.54,13.41,0.01
野村多元資產動態平衡基金-累積型(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.12,37.24,9.60,60.99,0.04
野村多元資產動態平衡基金-月配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.12,48.50,4.65,15.63,0.01
野村多元資產動態平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.11,10.09,3.00,22.01,0.01
國泰全球多重收益平衡基金-不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.10,10.38,4.26,24.06,0.01
國泰全球多重收益平衡基金-配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.10,24.61,8.67,30.56,0.01
野村多元收益平衡基金-月配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.08,19.57,4.78,11.53,0.00
野村多元收益平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.08,16.12,9.82,50.14,0.00
野村多元資產動態平衡基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.07,63.09,4.05,24.11,0.00
野村多元資產動態平衡基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.07,16.45,4.19,21.02,22.34
國泰全球多重收益平衡基金-I不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.06,37.48,3.59,7.80,20.14
野村多元資產動態平衡基金-月配型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.05,26.39,7.39,18.48,4.56
野村多元資產動態平衡基金-累積型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.04,31.79,3.81,15.51,16.25
新光美國豐收平衡基金B月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.03,13.84,19.93,8.27,9.83
群益中國金采平衡基金B月配型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),0.00,53.24,16.58,15.55,9.84
群益中國金采平衡基金A累積型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),0.00,24.22,5.01,20.66,21.32
新光美國豐收平衡基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.00,18.68,42.46,3.58,114.36
野村多元收益平衡基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),8.18,8.95,14.66,23.73,3.48
野村多元收益平衡基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),21.67,24.51,8.63,53.92,57.27
野村多元資產動態平衡基金-月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),12.22,40.40,25.72,5.49,86.88
野村多元資產動態平衡基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),7.74,3.30,22.93,30.39,6.83
中國信託樂齡收益平衡基金-分配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.23,63.35,4.34,30.39,31.86
富蘭克林華美多重收益平衡基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),61.13,24.34,29.66,8.68,33.01
富蘭克林華美多重收益平衡基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4.75,10.00,28.89,N/A,N/A
中國信託樂齡收益平衡基金-分配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),121.44,25.15,6.19,N/A,N/A
中國信託樂齡收益平衡基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),24.04,27.95,71.27,0.15,0.62
摩根亞太高息平衡基金-季配型(本基金之配息來源可能為本金),9.60,7.88,N/A,0.04,0.24
摩根亞太高息平衡基金-累積型,93.42,26.93,N/A,0.07,0.20
野村多元收益平衡基金-月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),24.88,44.36,24.54,0.01,0.04
野村多元收益平衡基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),4.61,5.72,16.61,0.01,0.02
野村多元核心配置平衡基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券),35.36,N/A,35.39,24.53,6.49
摩根全球平衡基金,N/A,N/A,25.13,29.24,0.12
國泰亞太入息平衡基金-不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),N/A,7.27,48.82,21.72,0.08
國泰亞太入息平衡基金-配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),25.55,5.44,21.25,30.45,0.00
野村多元核心配置平衡基金(美元)(本基金有相當比重投資於非投資等級之高風險債券),17.28,9.99,7.63,9.16,0.03
富蘭克林華美多重收益平衡基金-分配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),37.34,8.58,8.82,24.96,0.06
富蘭克林華美多重收益平衡基金-分配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),29.35,9.71,8.11,35.01,41.10
國泰亞太入息平衡基金-不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),49.55,36.98,5.80,3.47,94.78
富蘭克林華美多重收益平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),33.81,30.43,3.18,0.1100,1.30
新光美國豐收平衡基金B月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.41,22.05,8.63,0.0300,1.10
富蘭克林華美多重收益平衡基金-分配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.37,31.42,15.63,0.2000,1.08
聯邦環太平洋平衡基金-A不配息(台幣)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.00,13.17,8.5500,0.1200,0.98
聯邦環太平洋平衡基金-B月配息(台幣)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.33,47.26,2.7500,0.0900,0.98
新光美國豐收平衡基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.24,8.29,18.6600,0.0800,0.98
中國信託樂齡收益平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),7.18,9.22,12.3700,0.0500,0.83
國泰亞太入息平衡基金-配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),101.57,6.7400,9.2800,0.0400,0.77
國泰亞太入息平衡基金-不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.8600,1.6000,8.2700,0.1500,0.75
元大新東協平衡基金(美元)(本基金有相當比重投資於非投資等級之高風險債券),2.8500,9.9900,6.0400,0.0800,0.71
野村多元核心配置平衡基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),29.0800,5.1600,5.2200,0.0700,0.66
摩根新興雙利平衡基金-月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),12.8700,7.3300,20.0300,0.2200,0.64
摩根新興雙利平衡基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),11.4500,6.5700,11.3300,0.0600,0.59
群益金選報酬平衡基金B月配型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),10.6100,5.1800,10.6900,0.0800,0.57
群益金選報酬平衡基金A累積型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),10.9300,3.4700,34.6200,0.0800,0.55
聯邦環太平洋平衡基金-A不配息(人民幣避險)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.0800,9.9100,10.2500,0.1400,0.54
群益金選報酬平衡基金B月配型(美元)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),21.0200,8.1200,14.1500,0.0700,0.54
群益金選報酬平衡基金A累積型(美元)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),11.3300,8.3900,14.5000,0.0400,0.50
群益金選報酬平衡基金NA累積型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),10.6900,8.9400,25.9100,0.0800,0.50
群益金選報酬平衡基金NA累積型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),36.0500,8.3300,13.0300,0.0600,0.48
群益金選報酬平衡基金NA累積型(美元)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),11.8400,9.2400,7.9800,0.0500,0.47
群益金選報酬平衡基金NB月配型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),14.3100,5.2900,16.2000,0.0600,0.47
群益金選報酬平衡基金NB月配型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),14.5000,6.7400,12.5600,0.0622,0.47
群益金選報酬平衡基金NB月配型(美元)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),26.0000,9.4500,10.5800,0.0600,0.46
元大新東協平衡基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券),13.4500,5.2400,12.8000,0.0021,0.45
新光全球總回報平衡基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.9800,5.7000,13.3451,0.1400,0.45
新光全球總回報平衡基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),16.2900,9.9900,13.2400,0.0400,0.44
新光全球總回報平衡基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.5600,9.5200,0.4693,0.0700,0.42
新光全球總回報平衡基金B月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.2300,9.4400,31.4700,0.0400,0.42
摩根新興雙利平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券),12.9100,8.7170,9.2100,0.0500,0.42
摩根新興雙利平衡基金-月配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),13.4471,6.3000,16.6400,0.1400,0.42
聯邦全視界平衡基金-A不配息(美元)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),14.3700,0.3716,9.5700,0.0300,0.41
聯邦全視界平衡基金-B月配息(美元)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.4693,9.8200,11.9900,0.0400,0.41
瀚亞亞太豐收平衡基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),45.7800,7.6200,33.7400,0.0400,0.41
瀚亞亞太豐收平衡基金B配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),11.7800,9.4700,7.3000,0.0400,0.40
聯邦全視界平衡基金-A不配息(人民幣避險)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),17.7400,8.0800,9.8000,0.0400,0.40
聯邦全視界平衡基金-B月配息(人民幣避險)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.1900,7.9300,9.9000,0.0400,0.38
摩根中國雙息平衡基金-月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.0000,9.1600,10.0800,0.0400,0.36
聯邦全視界平衡基金-B月配息(台幣)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),45.4200,3.6400,10.1300,0.0300,0.34
聯邦全視界平衡基金-A不配息(台幣)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0200,8.9500,10.6400,0.0509,0.34
群益金選報酬平衡基金A累積型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),10.2400,7.8000,11.1100,0.0300,0.32
群益金選報酬平衡基金B月配型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),10.7900,9.9400,8.8300,0.0500,0.32
瀚亞亞太豐收平衡基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),10.2000,9.8300,15.0066,0.0400,0.31
摩根中國雙息平衡基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),10.1700,9.8000,9.3100,0.0200,0.30
瀚亞亞太豐收平衡基金B配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),10.6900,4.5700,15.6400,0.0300,0.29
摩根中國雙息平衡基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.1100,6.2300,13.1500,0.0300,0.29
瀚亞亞太豐收平衡基金A不配息(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),10.2400,9.9410,6.7600,0.0400,0.29
瀚亞亞太豐收平衡基金B配息(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),15.4587,8.6900,10.2100,0.0300,0.29
摩根中國雙息平衡基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券),10.2000,8.8200,10.2600,0.0400,0.28
摩根中國雙息平衡基金-月配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),22.0900,8.1900,13.7700,0.0500,0.26
瀚亞印度策略收益平衡基金B配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),17.6700,5.2700,10.3900,0.0300,0.26
