name,price,change,change%,high,low
宏利三年到期亞洲新興債券基金-C季配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.0100,0.08,13.8900,21.3800,14.3600
新光新興大東協債券基金B月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0100,0.08,10.9100,5.3400,10.2400
新光新興大東協債券基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0100,0.08,10.8800,9.6800,11.8200
聯邦(又又)囍新興亞洲債券基金-A不配息(台幣)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0100,0.07,25.6800,7.0700,10.0000
群益亞洲新興市場投資級債券基金B月配型(本基金之配息來源可能為本金),0.0100,0.00,10.0800,9.0400,10.0000
群益亞洲新興市場投資級債券基金A累積型(本基金之配息來源可能為本金),0.0000,0.00,14.7000,10.0000,10.0000
聯邦(又又)囍新興亞洲債券基金-B月配息(台幣)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,10.5300,10.0000,10.0000
富達亞洲總報酬基金-A類型累積型(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券),0.0000,0.00,12.1700,10.0000,10.0000
富達亞洲總報酬基金-A類型月配型(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,10.0000,10.0000,10.0000
野村亞太新興債券基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.0000,0.00,10.0000,10.0000,11.9100
野村亞太新興債券基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.0000,0.00,10.0000,10.0000,11.7600
聯邦(又又)囍新興亞洲債券基金-A不配息(人民幣避險)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,10.0000,9.5900,7.4400
聯邦(又又)囍新興亞洲債券基金-B月配息(人民幣避險)(本基金有相當比例投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,10.0000,7.5300,14.9000
新光新興大東協債券基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,10.0000,3.8400,8.5800
新光新興大東協債券基金B月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,12.1900,15.2500,11.8200
凱基新興亞洲債券基金B配息(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,11.7700,11.6700,18.3300
柏瑞新興亞太策略債券基金B月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.0000,0.00,11.6000,9.1300,5.5400
柏瑞新興亞太策略債券基金N月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.0000,0.00,12.7800,20.1200,14.0000
凱基新興亞洲債券基金A不配息(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.0000,0.00,9.7900,12.2600,11.5500
柏瑞新興亞太策略債券基金N9不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),0.0000,0.00,22.3400,6.6434,7.6200
柏瑞新興亞太策略債券基金Ns月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0.0000,9.4600,18.0300,12.0200,10.6400
柏瑞新興亞太策略債券基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),16.1700,31.6000,4.5400,10.3100,10.0000
野村亞太新興債券基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),24.5000,21.4300,10.8677,4.3247,7.9300
野村亞太新興債券基金-月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),9.9600,8.8600,10.4700,10.7600,5.1734
保德信亞洲新興市場債券基金-月配息型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),23.7400,11.4500,6.9600,5.1608,16.6600
保德信亞洲新興市場債券基金-累積型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),7.0900,10.3997,4.5664,6.5900,7.8000
柏瑞新興亞太策略債券基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),6.3600,9.9200,9.7500,12.8600,12.3700
柏瑞新興亞太策略債券基金B月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),11.6500,15.8300,3.7951,11.9700,11.6100
柏瑞新興亞太策略債券基金N月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),15.5200,4.5573,11.2639,2.6700,8.9300
柏瑞新興亞太策略債券基金N9不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),9.4900,7.2400,12.4500,20.0200,11.9200
柏瑞新興亞太策略債券基金N9不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),10.6500,3.9718,8.1400,10.3100,10.0200
柏瑞新興亞太策略債券基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),3.9633,10.6611,17.8800,8.6200,9.9724
柏瑞新興亞太策略債券基金N月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),4.9825,7.7400,15.4000,14.6552,11.8100
柏瑞新興亞太策略債券基金B月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),18.7800,12.3500,7.0100,11.2500,12.6300
瀚亞印度策略收益平衡基金S配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),12.0800,15.8500,15.8200,9.9000,8.7600
瀚亞印度策略收益債券基金S配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),4.6000,9.8500,14.0111,15.7300,19.2400
瀚亞印度策略收益債券基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),11.8900,15.9500,7.1100,18.4200,12.0500
瀚亞印度策略收益債券基金B配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),11.2200,13.6000,15.0100,7.5100,6.9600
聯博新興亞洲收益基金AA配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),7.6400,7.6000,12.3400,15.9500,N/A
聯博新興亞洲收益基金AA配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),10.8200,15.1100,6.2700,N/A,N/A
聯博新興亞洲收益基金A2不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),9.7200,13.4300,10.8500,N/A,N/A
瀚亞印度策略收益平衡基金S配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),7.7000,8.6700,10.7800,N/A,N/A
瀚亞印度策略收益平衡基金S配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),13.1400,11.5600,9.5600,N/A,N/A
瀚亞印度策略收益債券基金B配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),9.2100,10.0500,N/A,N/A,N/A
聯博新興亞洲收益基金AA配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),6.5100,8.9300,N/A,N/A,N/A
瀚亞印度策略收益債券基金S配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),12.7400,17.5500,N/A,N/A,N/A
柏瑞新興亞太策略債券基金A不配息(南非幣)(本基金有相當比重投資於非投資等級之高風險債券),11.4400,N/A,N/A,N/A,N/A
柏瑞新興亞太策略債券基金B月配息(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),N/A,N/A,N/A,N/A,N/A
柏瑞新興亞太策略債券基金N9不配息(南非幣)(本基金有相當比重投資於非投資等級之高風險債券),N/A,N/A,N/A,N/A,N/A
柏瑞新興亞太策略債券基金N月配息(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),N/A,N/A,N/A,N/A,N/A
兆豐國際三年到期新興亞洲債券基金A累積型(美元)(本基金有相當比例投資於非投資等級之高風險債券且之配息來源可能為本金),N/A,N/A,N/A,N/A,N/A
兆豐國際三年到期新興亞洲債券基金B季配型(美元)(本基金有相當比例投資於非投資等級之高風險債券且之配息來源可能為本金),N/A,N/A,N/A,N/A,N/A
兆豐國際三年到期新興亞洲債券基金A累積型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且之配息來源可能為本金),N/A,N/A,N/A,N/A,N/A
兆豐國際三年到期新興亞洲債券基金B季配型(人民幣)(本基金有相當比例投資於非投資等級之高風險債券且之配息來源可能為本金),N/A,N/A,N/A,N/A,N/A
元大澳幣貨幣市場基金(台幣),N/A,N/A,N/A,N/A,N/A
安聯人民幣貨幣市場基金(美元),N/A,N/A,N/A,N/A,N/A
永豐人民幣貨幣市場基金(台幣),N/A,N/A,N/A,N/A,N/A
安聯人民幣貨幣市場基金(台幣),N/A,N/A,N/A,N/A,29.2400
第一金人民幣貨幣市場基金(台幣),N/A,N/A,N/A,85.6100,22.4900
台新中美貨幣市場基金(美元),N/A,N/A,N/A,39.6400,19.6100
台新中美貨幣市場基金(人民幣),N/A,N/A,N/A,20.4800,19.4200
國泰人民幣貨幣市場基金(美元),N/A,N/A,N/A,22.3200,11.8100
富邦中國貨幣市場基金(人民幣),N/A,N/A,0.74,39.0900,6.4600
國泰人民幣貨幣市場基金(人民幣),N/A,N/A,0.69,17.4700,7.0180
兆豐國際人民幣貨幣市場基金,N/A,N/A,0.65,24.9620,10.0700
群益人民幣貨幣市場基金(人民幣),N/A,0.6000,0.62,28.7100,12.8200
第一金人民幣貨幣市場基金(人民幣),81.4700,0.2600,0.60,28.6000,17.3400
元大人民幣貨幣市場基金(人民幣),37.7900,0.1300,0.49,56.0700,18.7900
永豐人民幣貨幣市場基金(人民幣),20.1800,0.1300,0.43,21.5200,29.7600
復華人民幣貨幣市場基金,21.0200,0.2100,0.38,31.0300,8.5500
安聯人民幣貨幣市場基金(人民幣),35.3000,0.0800,0.32,15.2600,19.8100
保德信人民幣貨幣市場基金(人民幣),16.3300,0.1050,0.23,22.4600,13.5800
兆豐國際美元貨幣市場基金(美元),24.2630,0.0900,0.16,41.6700,50.0700
元大美元貨幣市場基金(美元),23.8500,0.0800,0.13,45.9800,17.9000
元大澳幣貨幣市場基金(澳幣),24.9200,0.1200,0.00,33.1900,8.6700
群益人民幣貨幣市場基金(台幣),52.6600,0.0300,0.00,10.2500,49.2000
台新中美貨幣市場基金(台幣),19.1900,0.0400,0.00,45.5800,12.87
元大人民幣貨幣市場基金(台幣),30.0200,0.0000,15.3800,0.65,17.01
兆豐國際美元貨幣市場基金(台幣),14.7200,0.0000,55.6100,0.44,57.14
元大美元貨幣市場基金(台幣),20.6300,0.0000,8.9100,0.33,34.52
富邦中國貨幣市場基金(台幣),31.4600,51.5200,13.5800,0.29,21.18
保德信人民幣貨幣市場基金(台幣),49.0600,52.4500,0.08,0.20,11.23
保德信貨幣市場基金,28.5800,17.4600,0.07,0.20,21.46
富邦吉祥貨幣市場基金,20.4200,40.5900,0.18,0.15,45.12
台新真吉利貨幣市場基金,40.2400,12.40,0.09,0.13,19.81
德信萬保貨幣市場基金,17.1200,16.06,0.04,0.13,24.00
摩根第一貨幣市場基金,3.88,54.64,0.02,0.12,36.05
富蘭克林華美貨幣市場基金,3.26,30.79,0.03,0.08,54.94
元大得寶貨幣市場基金,7.73,20.11,0.05,0.08,65.67
台新1699貨幣市場基金,5.70,10.21,0.02,0.00,17.51
聯邦貨幣市場基金,7.70,19.92,0.02,0.00,30.98
復華貨幣市場基金,2.67,37.18,0.02,8.29,7.53
日盛貨幣市場基金,4.10,15.06,0.04,62.27,42.17
景順貨幣市場基金,7.45,17.02,0.00,40.88,29.62
新光吉星貨幣市場基金,4.44,26.01,0.00,4.33,4.10
元大萬泰貨幣市場基金,5.21,52.38,33.89,22.26,27.42
群益安穩貨幣市場基金,7.87,58.46,57.15,23.23,35.44
野村貨幣市場基金,4.47,15.21,3.70,7.80,1.16
統一強棒貨幣市場基金,7.37,24.71,16.68,0.28,0.83
元大得利貨幣市場基金,3.57,4.86,21.38,0.21,0.80
第一金全家福貨幣市場基金,32.75,37.99,8.80,0.35,0.65
合庫貨幣市場基金,35.88,12.80,39.60,0.10,0.09
華頓平安貨幣市場基金,5.95,5.02,24.38,0.04,0.05
中國信託華盈貨幣市場基金,31.36,38.35,25.60,0.03,0.04
施羅德新紀元貨幣市場基金,35.88,37.38,44.12,0.01,0.00
德銀遠東DWS台灣貨幣市場基金,8.24,6.77,15.58,0.00,4.45
凱基凱旋貨幣市場基金,37.32,9.97,45.53,24.83,38.92
國泰台灣貨幣市場基金,60.53,4.78,62.99,35.20,38.14
安聯台灣貨幣市場基金,26.97,9.24,22.53,3.50,8.10
未來資產所羅門貨幣市場基金,45.61,6.56,11.09,34.25,12.33
兆豐國際寶鑽貨幣市場基金,22.86,6.26,21.41,10.53,45.17
貝萊德新台幣貨幣市場基金,47.63,8.39,3.52,4.96,6.53
華南永昌麒麟貨幣市場基金,64.94,6.38,14.82,47.88,0.39
柏瑞巨輪貨幣市場基金,29.78,3.13,24.69,24.19,0.14
宏利萬利貨幣市場基金,16.79,20.45,8.46,16.54,0.20
匯豐富泰二號貨幣市場基金,19.61,14.06,20.51,23.72,0.18
瀚亞威寶貨幣市場基金,8.73,7.31,45.18,24.61,0.19
復華有利貨幣市場基金,38.85,51.34,7.06,27.66,0.09
永豐貨幣市場基金,49.39,19.35,7.48,13.54,0.21
第一金台灣貨幣市場基金,3.43,9.83,4.00,31.74,0.17
台新大眾貨幣市場基金,48.22,19.21,5.42,27.16,0.26
聯博貨幣市場基金,18.44,47.55,7.96,42.77,0.19
野村鴻揚貨幣市場基金,1.64,17.23,7.73,32.55,0.16
匯豐富泰貨幣市場基金,0.85,25.20,4.84,30.21,0.10
華南永昌鳳翔貨幣市場基金,0.85,27.21,9.70,19.30,0.52
野村精選貨幣市場基金,0.74,29.71,8.35,101.22,0.11
復華台灣智能基金,0.69,62.04,6.75,23.36,0.30
元大全球新興市場精選組合基金,0.67,31.74,2.88,68.39,0.11
德信新興股票組合基金,0.67,28.43,6.32,25.42,0.08
富蘭克林華美新興市場股票組合基金,0.63,45.05,7.78,19.88,0.05
富蘭克林華美目標2047組合基金(美元),0.61,33.69,9.41,12.61,0.07
匯豐全球趨勢組合基金,0.59,41.20,7.54,19.30,0.04
富蘭克林華美目標2047組合基金(台幣),0.53,33.76,7.77,11.18,0.08
景順全天候智慧組合基金-月配型(美元)(本基金之配息來源可能為本金),0.52,106.63,7.43,23.77,0.12
景順全天候智慧組合基金-月配型(人民幣)(本基金之配息來源可能為本金),0.52,46.69,4.38,36.15,0.12
景順全天候智慧組合基金-累積型(台幣)(本基金之配息來源可能為本金),0.47,72.06,3.76,37.34,0.10
景順全天候智慧組合基金-累積型(美元)(本基金之配息來源可能為本金),0.44,26.85,8.06,31.59,0.03
柏瑞旗艦全球成長組合基金,0.43,20.48,7.31,9.72,0.15
國泰智富ETF成長組合基金(澳幣),0.40,13.93,5.31,50.82,0.06
景順全天候智慧組合基金-月配型(台幣)(本基金之配息來源可能為本金),0.40,19.69,4.97,20.63,0.10
富蘭克林華美目標2037組合基金(台幣),0.36,12.35,8.75,36.11,0.07
富蘭克林華美目標2037組合基金(美元),0.36,24.58,7.32,28.04,0.12
華南永昌Shiller US CAPE ETF組合基金B配息(台幣)(本基金之配息來源可能為本金),0.34,37.10,9.59,49.86,0.09
華南永昌Shiller US CAPE ETF組合基金A不配息(台幣)(本基金之配息來源可能為本金),0.33,40.39,7.89,39.10,0.04
元大全球ETF成長組合基金,0.32,37.54,9.10,19.40,0.02
華南永昌Shiller US CAPE ETF組合基金A不配息(美元)(本基金之配息來源可能為本金),0.32,10.03,5.78,9.80,0.11
華南永昌Shiller US CAPE ETF組合基金B配息(美元)(本基金之配息來源可能為本金),0.31,52.73,5.34,54.84,0.08
國泰全球積極組合基金(美元),0.30,21.59,9.89,40.75,0.03
富蘭克林華美坦伯頓全球股票組合基金,0.29,37.80,8.19,17.15,0.05
國泰智富ETF成長組合基金(美元),0.28,28.60,4.99,29.32,0.06
國泰智富ETF成長組合基金(台幣),0.25,52.34,9.67,36.25,0.03
國泰全球積極組合基金(台幣),0.24,40.67,7.04,19.24,0.03
瀚亞趨勢精選組合基金,0.23,20.47,6.91,19.35,0.02
柏瑞旗艦全球債券組合基金B月配息(本基金有一定比例之投資包含高風險非投資等級債券基金且本基金配息來源可能為本金),0.21,10.07,7.66,10.95,0.08
國泰智富ETF安鑫組合基金-不配息(澳幣)(本基金之配息來源可能為本金),0.20,56.57,4.86,52.57,0.02
富蘭克林華美目標2027組合基金(台幣),0.20,45.61,7.63,13.46,0.03
富蘭克林華美目標2027組合基金(美元),0.20,22.08,6.61,21.30,0.05
聯博債券收益組合基金AA配息(南非幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.18,30.83,3.54,37.56,0.08
國泰豐益債券組合基金(美元),0.17,38.52,9.87,64.93,0.04
合庫新興多重收益基金-B配息(南非幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),0.17,28.40,9.23,34.66,0.04
合庫新興多重收益基金-A不配息(南非幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),0.16,20.07,8.11,36.02,0.01
瀚亞債券精選組合基金B配息(人民幣)(本基金配息來源可能為本金),0.16,10.95,5.10,10.05,0.01
國泰智富ETF安鑫組合基金-不配息(美元)(本基金之配息來源可能為本金),0.15,61.86,6.31,10.38,0.02
瀚亞債券精選組合基金B配息(美元)(本基金配息來源可能為本金),0.15,13.92,9.54,23.99,0.01
富蘭克林華美富蘭克林全球債券組合基金-分配型(台幣)(本基金之配息來源可能為本金),0.15,31.62,7.42,12.36,0.01
華南永昌全球亨利組合基金(本基金有相當比重投資於非投資等級之高風險債券基金),0.14,37.56,8.32,13.41,0.04
富蘭克林華美富蘭克林全球債券組合基金-累積型(台幣)(本基金之配息來源可能為本金),0.13,68.10,9.54,60.99,0.01
匯豐雙高收益債券組合基金(本基金有相當比重投資於高風險非投資等級債券基金),0.12,37.24,9.60,15.63,0.01
群益多重收益組合基金,0.12,48.50,4.65,22.01,0.01
群益多利策略組合基金(本基金有相當比重投資於持有非投資等級高風險債券之基金),0.11,10.09,3.00,24.06,0.01
國泰智富ETF安鑫組合基金-配息(台幣)(本基金之配息來源可能為本金),0.10,10.38,4.26,30.56,0.00
元大全球靈活配置債券組合基金B季配,0.10,24.61,8.67,11.53,0.00
聯博債券收益組合基金A2不配息(台幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.08,19.57,4.78,50.14,0.00
聯博債券收益組合基金AA配息(台幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.08,16.12,9.82,24.11,22.34
聯博債券收益組合基金A2不配息(美元)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.07,63.09,4.05,21.02,20.14
聯博債券收益組合基金AA配息(美元)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.07,16.45,4.19,7.80,4.56
聯博債券收益組合基金AA配息(人民幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.06,37.48,3.59,18.48,16.25
聯博債券收益組合基金AA配息(澳幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),0.05,26.39,7.39,15.51,9.83
野村新興高收益債組合基金-累積型(本基金主要係投資於非投資等級之高風險債券基金且配息來源可能為本金),0.04,31.79,3.81,8.27,9.84
野村新興高收益債組合基金-月配型(本基金主要係投資於非投資等級之高風險債券基金且配息來源可能為本金),0.03,13.84,19.93,15.55,21.32
聯邦優勢策略全球債券組合基金,0.00,53.24,16.58,20.66,114.36
匯豐五福全球債券組合基金(本基金有相當比重投資於高風險非投資等級債券基金),0.00,24.22,5.01,3.58,3.48
國泰豐益債券組合基金(台幣),0.00,18.68,42.46,23.73,57.27
富蘭克林華美富蘭克林全球債券組合基金-分配型(美元)(本基金之配息來源可能為本金),8.18,8.95,14.66,53.92,86.88
富蘭克林華美富蘭克林全球債券組合基金-累積型(美元)(本基金之配息來源可能為本金),21.67,24.51,8.63,5.49,6.83
瀚亞債券精選組合基金B配息(台幣)(本基金配息來源可能為本金),12.22,40.40,25.72,30.39,31.86
瀚亞債券精選組合基金A不配息(台幣),7.74,3.30,22.93,30.39,33.01
安聯四季豐收債券組合基金-A累積型(台幣)(本基金有一定比例之投資包含高風險非投資等級債券基金),12.23,63.35,4.34,8.68,N/A
安聯四季豐收債券組合基金-B月配型(台幣)(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),61.13,24.34,29.66,N/A,N/A
永豐新興高收雙債組合基金-累積型(本基金主要投資於高風險非投資等級債券基金且基金之配息來源可能為本金),4.75,10.00,28.89,N/A,0.62
永豐新興高收雙債組合基金-月配型(本基金主要投資於高風險非投資等級債券基金且基金之配息來源可能為本金),121.44,25.15,6.19,0.15,0.24
合庫新興多重收益基金-B配息(美元)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),24.04,27.95,71.27,0.04,0.20
安聯四季回報債券組合基金-A累積型(台幣),9.60,7.88,N/A,0.07,0.04
野村鑫全球債券組合基金,93.42,26.93,N/A,0.01,0.02
合庫新興多重收益基金-A不配息(美元)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),24.88,44.36,24.54,0.01,6.49
合庫新興多重收益基金-B配息(台幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),4.61,5.72,16.61,24.53,0.12
合庫新興多重收益基金-A不配息(台幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),35.36,N/A,35.39,29.24,0.08
合庫新興多重收益基金-A不配息(澳幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),N/A,N/A,25.13,21.72,0.00
合庫新興多重收益基金-B配息(澳幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),N/A,7.27,48.82,30.45,0.03
富蘭克林華美積極回報債券組合基金-分配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),25.55,5.44,21.25,9.16,0.06
富蘭克林華美積極回報債券組合基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),17.28,9.99,7.63,24.96,41.10
安聯四季豐收債券組合基金-A累積型(美元)(本基金有一定比例之投資包含高風險非投資等級債券基金),37.34,8.58,8.82,35.01,94.78
安聯四季豐收債券組合基金-B月配型(美元)(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),29.35,9.71,8.11,3.47,1.30
摩根總收益組合基金-累積型,49.55,36.98,5.80,0.1100,1.10
摩根總收益組合基金-月配型(本基金之配息來源可能為本金),33.81,30.43,3.18,0.0300,1.08
保德信好時債組合基金-月配息型(本基金之子基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.41,22.05,8.63,0.2000,0.98
保德信好時債組合基金-累積型(本基金之子基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.37,31.42,15.63,0.1200,0.98
安聯四季回報債券組合基金-A累積型(美元),0.00,13.17,8.5500,0.0900,0.98
合庫新興多重收益基金-B配息(人民幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),0.33,47.26,2.7500,0.0800,0.83
合庫新興多重收益基金-A不配息(人民幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),0.24,8.29,18.6600,0.0500,0.77
聯博債券收益組合基金A2不配息(人民幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),7.18,9.22,12.3700,0.0400,0.75
宏利全球債券組合基金(本基金之子基金得投資於非投資等級之高風險債券),101.57,6.7400,9.2800,0.1500,0.71
統一全球債券組合基金(本基金有一定比例投資高收益債券基金),11.8600,1.6000,8.2700,0.0800,0.66
復華全球債券組合基金(本基金有相當比重投資於持有非投資等級高風險債券之基金),2.8500,9.9900,6.0400,0.0700,0.64
柏瑞旗艦全球債券組合基金A不配息(本基金有一定比例之投資包含高風險非投資等級債券基金),29.0800,5.1600,5.2200,0.2200,0.59
富蘭克林華美積極回報債券組合基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.8700,7.3300,20.0300,0.0600,0.57
富蘭克林華美積極回報債券組合基金-分配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.4500,6.5700,11.3300,0.0800,0.55
元大全球靈活配置債券組合基金A不配息,10.6100,5.1800,10.6900,0.0800,0.54
國泰智富ETF安鑫組合基金-不配息(台幣)(本基金之配息來源可能為本金),10.9300,3.4700,34.6200,0.1400,0.54
安聯四季豐收債券組合基金-A累積型(人民幣)(本基金有一定比例之投資包含高風險非投資等級債券基金),12.0800,9.9100,10.2500,0.0700,0.50
安聯四季豐收債券組合基金-B月配型(人民幣)(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),21.0200,8.1200,14.1500,0.0400,0.50
富蘭克林華美積極回報債券組合基金-分配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.3300,8.3900,14.5000,0.0800,0.48
富蘭克林華美積極回報債券組合基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.6900,8.9400,25.9100,0.0600,0.47
安聯四季回報債券組合基金-A累積型(人民幣),36.0500,8.3300,13.0300,0.0500,0.47
安聯四季回報債券組合基金-B月配型(台幣)(基金之配息來源可能為本金),11.8400,9.2400,7.9800,0.0600,0.47
安聯四季豐收債券組合基金-A累積型(澳幣)(本基金有一定比例之投資包含高風險非投資等級債券基金),14.3100,5.2900,16.2000,0.0622,0.46
安聯四季豐收債券組合基金-B月配型(澳幣)(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),14.5000,6.7400,12.5600,0.0600,0.45
瀚亞債券精選組合基金A不配息(美元),26.0000,9.4500,10.5800,0.0021,0.45
瀚亞債券精選組合基金A不配息(人民幣),13.4500,5.2400,12.8000,0.1400,0.44
保德信新興趨勢組合基金,11.9800,5.7000,13.3451,0.0400,0.42
富達卓越領航全球組合基金,16.2900,9.9900,13.2400,0.0700,0.42
柏瑞環球多元資產基金B月配息(南非幣)(本基金配息來源可能為本金),12.5600,9.5200,0.4693,0.0400,0.42
柏瑞環球多元資產基金A不配息(南非幣),11.2300,9.4400,31.4700,0.0500,0.42
元大全球ETF穩健組合基金,12.9100,8.7170,9.2100,0.1400,0.41
柏瑞環球多元資產基金A不配息(美元),13.4471,6.3000,16.6400,0.0300,0.41
柏瑞環球多元資產基金B月配息(美元)(本基金配息來源可能為本金),14.3700,0.3716,9.5700,0.0400,0.41
柏瑞環球多元資產基金N月配息(美元)(本基金配息來源可能為本金),0.4693,9.8200,11.9900,0.0400,0.40
柏瑞環球多元資產基金B月配息(台幣)(本基金配息來源可能為本金),45.7800,7.6200,33.7400,0.0400,0.40
柏瑞環球多元資產基金A不配息(台幣),11.7800,9.4700,7.3000,0.0400,0.38
柏瑞環球多元資產基金B月配息(人民幣)(本基金配息來源可能為本金),17.7400,8.0800,9.8000,0.0400,0.36
柏瑞環球多元資產基金A不配息(人民幣),11.1900,7.9300,9.9000,0.0400,0.34
柏瑞環球多元資產基金N月配息(人民幣)(本基金配息來源可能為本金),12.0000,9.1600,10.0800,0.0300,0.34
未來資產閣來寶全球組合基金,45.4200,3.6400,10.1300,0.0509,0.32
聯博多元資產收益組合基金AD配息(南非幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),10.0200,8.9500,10.6400,0.0300,0.32
